Name,Link to profile,Post content,Link to post,source_topic,clean_content,source,importance,chunk_id,investors,funding_amount,funding_amount_pretty,funding_stage
Aalo Atomics,,"Aalo Atomics is pioneering a new era in clean energy with factory-fabricated microreactors designed to deliver affordable, scalable, and reliable nuclear power. Our mission is to make nuclear energy globally accessible, starting with the Aalo-1, a 30MWt reactor leveraging cutting-edge safety, modularity, and efficiency.",https://www.aalo.com/,Energy,"Aalo Atomics is pioneering a new era in clean energy with factory-fabricated microreactors designed to deliver affordable, scalable, and reliable nuclear power. Our mission is to make nuclear energy globally accessible, starting with the Aalo-1, a 30MWt reactor leveraging cutting-edge safety, modularity, and efficiency.",Startups Gallery,1.0,,"Alumni Ventures, Garage, Harpoon Ventures, Preston Werner Ventures, Snr, Valor Equity Partners",100000000.0,$100M,Series B
TensorZero,,"TensorZero is an open-source framework for building production-grade LLM applications. It unifies an LLM gateway, observability, optimization, evaluations, and experimentation.",https://www.tensorzero.com/,AI,"TensorZero is an open-source framework for building production-grade LLM applications. It unifies an LLM gateway, observability, optimization, evaluations, and experimentation.",Startups Gallery,1.0,,,7300000.0,$7.3M,Seed
Casca,,FDIC-insured banks and fintechs use Casca to process business loan applications with 90% less manual effort and 300% higher conversion rates. Casca's AI Loan Assistant communicates with applicants via email and SMS - reactivating up to 50% of churned leads.,https://www.cascading.ai/,Fintech,FDIC-insured banks and fintechs use Casca to process business loan applications with 90% less manual effort and 300% higher conversion rates. Casca's AI Loan Assistant communicates with applicants via email and SMS - reactivating up to 50% of churned leads.,Startups Gallery,1.0,,"Canapi Ventures, Liveoak Ventures, Peterson Ventures, Y Combinator",29000000.0,$29M,Series A
Keychain,,"Keychain is building the world's first comprehensive platform for the $3 trillion consumer packaged goods industry. With a network of over 10,000 manufacturers, Keychain's proprietary, AI-powered technology helps brands and retailers quickly find the perfect manufacturing partners.",https://www.keychain.com/,Retail,"Keychain is building the world's first comprehensive platform for the $3 trillion consumer packaged goods industry. With a network of over 10,000 manufacturers, Keychain's proprietary, AI-powered technology helps brands and retailers quickly find the perfect manufacturing partners.",Startups Gallery,1.0,,"Afore Capital, Boxgroup, Lightspeed Venture Partners, Sv Angel",30000000.0,$30M,Series B
Convoke,,"Convoke unifies your internal knowledge, workflows, and external data into a continuously updating workspace. Automate analysis, codify decision logic, and accelerate outputs across drug development and commercialization.",https://www.convoke.bio/,Biotech,"Convoke unifies your internal knowledge, workflows, and external data into a continuously updating workspace. Automate analysis, codify decision logic, and accelerate outputs across drug development and commercialization.",Startups Gallery,1.0,,"Acme Capital, Audacious Ventures, Dimension, Kleiner Perkins, Liquid 2 Ventures, Lux Capital",8600000.0,$8.6M,Seed
Paradigm,,"Centered around the primitive of a spreadsheet, Paradigm puts swarms of intelligent agents at your fingertips. The real power of Paradigm comes with scale: imagine having tens of thousands of interns working for you in parallel. Paradigm is 1000x faster than manual data collection, completing an average of 500 cells per minute.",https://www.paradigmai.com/,AI,"Centered around the primitive of a spreadsheet, Paradigm puts swarms of intelligent agents at your fingertips. The real power of Paradigm comes with scale: imagine having tens of thousands of interns working for you in parallel. Paradigm is 1000x faster than manual data collection, completing an average of 500 cells per minute.",Startups Gallery,1.0,,"General Catalyst, Pioneer Fund, Soma Capital, Y Combinator",5000000.0,$5M,Seed
Basic Capital,,"Basic Capital is a fintech company disrupting America’s $1T retirement industry by building the mortgage for retirement, unlocking market ownership, and making wealth accessible to every American. Our mission is to create products, platforms, and a credit marketplace that power a fundamentally new retirement system.",https://basiccapital.com/,Fintech,"Basic Capital is a fintech company disrupting America’s $1T retirement industry by building the mortgage for retirement, unlocking market ownership, and making wealth accessible to every American. Our mission is to create products, platforms, and a credit marketplace that power a fundamentally new retirement system.",Startups Gallery,1.0,,"Boxgroup, Forerunner Ventures, Lux Capital, Sv Angel",25000000.0,$25M,Series A
Medallion,,"San Francisco, United States",https://medallion.co/,,"San Francisco, United States",Startups Gallery,1.0,,"Acrew Capital, Elad Gil, Google Ventures, Nfdg Ventures, Sequoia Capital, Spark Capital",,,
Veris AI,,"Veris AI builds high-fidelity simulation environments that let enterprise agents learn by doing. Instead of relying on brittle prompt engineering or static tests, we expose models to realistic user flows, edge cases, and regulatory constraints so they can practice, fail safely, and improve through reinforcement learning and targeted fine-tuning",https://veris.ai/,AI,"Veris AI builds high-fidelity simulation environments that let enterprise agents learn by doing. Instead of relying on brittle prompt engineering or static tests, we expose models to realistic user flows, edge cases, and regulatory constraints so they can practice, fail safely, and improve through reinforcement learning and targeted fine-tuning",Startups Gallery,1.0,,"Acrew Capital, Decibel Partners",8500000.0,$8.5M,Seed
Cohere,,"Cohere is the leading security-first enterprise AI company. We build cutting-edge foundation models and end-to-end AI products designed to solve real-world business problems. We partner closely with companies to deliver seamless integration, full customization, and easy-to-use solutions for their workforce and customers. Our all-in-one platform offers enterprises the highest levels of data security, privacy and optionality to deploy across all major cloud providers, private cloud environments, or on-premises.",https://cohere.com/,AI,"Cohere is the leading security-first enterprise AI company. We build cutting-edge foundation models and end-to-end AI products designed to solve real-world business problems. We partner closely with companies to deliver seamless integration, full customization, and easy-to-use solutions for their workforce and customers. Our all-in-one platform offers enterprises the highest levels of data security, privacy and optionality to deploy across all major cloud providers, private cloud environments, or on-premises.",Startups Gallery,1.0,,"Firestreak Ventures, Index Ventures, Inovia Capital, Radical Ventures, Section 32, Tiger Global Management",500000000.0,$500M,Series D
